,text,sentiment,word_count,char_count,avg_word,stopwords,hastags,numerics,upper,sentiment_encoded,sentiment_textblob
17779, mccoy`s initial rant.,negative,6,46,8.2,1,0,0,0,0,neutral
17780,fell deep crack glacier terrible,negative,12,53,4.2,5,0,0,0,0,negative
17781,"weeooow, feel fat.... remember used weigh much pfffffffffffffffffffffftttttttt long time ago, hahaha",neutral,20,121,5.666666666666667,6,0,0,0,1,positive
17782,"ohh ic ic haha, iyaa summer filled one course lasts whole summer",neutral,19,89,3.9444444444444446,6,0,0,1,1,positive
17783,heart sings,positive,4,15,4.0,1,0,0,0,2,neutral
17784,", ahhhhhhh excited july 21 (: ecxept stupid australia won`t til decembbberrrrrrrr stilll ahhh! congratss.",positive,22,129,5.142857142857143,4,0,1,0,2,negative
17785,morning,positive,3,13,5.5,0,0,0,0,2,neutral
17786,rubbish!,negative,2,9,8.0,0,0,0,0,0,neutral
17787,salt vinegar,neutral,4,17,4.666666666666667,1,0,0,0,1,neutral
17788,packing fun thing new united keep going... still fun,negative,23,98,3.4545454545454546,10,0,0,1,0,positive
17789,"anywho, pool within 30 minutes start storming",positive,21,105,4.0476190476190474,9,0,1,1,2,neutral
17790,"aww, one yesterday, suck",negative,8,36,4.142857142857143,2,0,0,1,0,positive
17791,"new series hills yesterday uk , amazing! looked really pretty birthday too.",positive,24,116,4.043478260869565,11,0,0,0,2,positive
17792,carnivalsofparis think still bl sure... hardly talk anyone anymore,negative,21,105,4.25,10,0,0,0,0,positive
17793,"oh no!!!! hope baad, tell mya hope she`s gets better soon",neutral,17,74,3.625,5,0,0,0,1,positive
17794,"spyed princess anne today, listented friends cooking perfect evening, working sucks ob ?",negative,22,120,4.5,9,0,0,1,0,positive
17795,first officially beautiful year stuck inside office magners bbq make it!,neutral,26,120,4.130434782608695,8,0,0,2,1,positive
17796,watching jonas brothers special sky movies,neutral,9,52,4.888888888888889,3,0,0,0,1,positive
17797,packed & leaving canterbury office & fab qa&v colleagues last time great bunch people. miss ****,neutral,29,135,3.962962962962963,8,0,0,3,1,positive
17798,hi too.,neutral,5,15,2.75,2,0,0,0,1,neutral
17799,looks deceiving,negative,4,22,4.75,2,0,0,0,0,neutral
17800,nah followed first followed me. think 12-306 overnight pretty,positive,17,89,4.5625,6,0,0,0,2,positive
17801,pffftt! know stay busy! awesome (and sober...dang)! you??,positive,18,89,4.5,3,0,0,1,2,positive
17802,"really incredibly gross outside, im hoping alot done int house today! including pics blog! morning friends!",positive,24,132,4.739130434782608,6,0,0,0,2,neutral
17803,house hunting pain! house shifting super pain!! packing never seems end can`t even imagine unpacking :-p,negative,23,121,4.5,5,0,0,5,0,positive
17804,biiig headache.,negative,4,22,4.75,2,0,0,0,0,neutral
17805,i`ll stop world melt you...the cure,neutral,9,48,4.444444444444445,3,0,0,0,1,neutral
17806,"late today, due construction!!! tgif...",neutral,12,51,5.714285714285714,1,0,0,0,1,negative
17807,gym myself! fun!,negative,9,34,3.25,4,0,0,0,0,positive
17808,soooo bored. **** new phone called man hes busy one else bored???,negative,20,95,3.8,6,0,0,0,0,negative
17809,bed happy mother`s great one,positive,15,62,3.2,2,0,0,8,2,positive
17810,welcome family new pillow im lay head tonight!!!,positive,16,75,4.0,6,0,0,0,2,positive
17811,cos dont ipod touch yet doesn`t mean can`t look apps! they`re sooo cool. twittering school? awesome!,positive,26,131,4.24,8,0,0,0,2,positive
17812,4:15 finally home city. time head sleep!! goodnight! & happy mommy`s mother`s there!!,positive,26,127,4.25,9,0,0,0,2,positive
17813,ya never play it...i`m basically using ps3 days,neutral,14,69,4.3076923076923075,4,0,0,3,1,neutral
17814,means spend time alone friends family. sad,negative,15,74,4.285714285714286,7,0,0,0,0,negative
17815,aaahh know!! spose take dad airport. next weeek fasho!,neutral,22,90,3.45,11,0,0,0,1,neutral
17816,"****. 11 goldfish. oh well, that`s dinner. anyways! check blog yoooo ",neutral,18,116,5.823529411764706,4,0,1,1,1,neutral
17817,hiya! might want delete retweet link blog doesn`t work,neutral,17,80,4.0,5,0,0,0,1,neutral
17818,need hug junior cert week totally stressed :`(,negative,19,82,3.764705882352941,6,0,0,1,0,neutral
17819,ear infection...man **** hurts!,negative,7,43,5.285714285714286,2,0,0,0,0,neutral
17820,guess sara makes mention mariage proposals site.,neutral,18,85,4.25,8,0,0,0,1,neutral
17821,sole supporter sole supporter,neutral,8,42,4.375,4,0,0,0,1,neutral
17822,you`re gonna make alllll way store??? lol find one...i`ll google. thanks. lol,positive,27,113,4.142857142857143,6,0,0,3,2,positive
17823,friday night... anything!! might tacos lunch truck pasadena .... maybe.,neutral,24,124,4.391304347826087,7,0,0,1,1,neutral
17824,"stuff, smiles back? won`t concert too? :o. wish could instead music failing lol x",positive,28,129,3.923076923076923,8,0,0,1,2,positive
17825,really wish would hear josh,neutral,8,36,3.625,2,0,0,1,1,positive
17826,"shame dont still 286 compaq portable, really anything portable lmao, last tweet 4 now, toodle pip",negative,23,122,4.545454545454546,5,0,2,2,0,positive
17827,nothing except right eassy due monday d: :[ :{ ]: }:,negative,18,71,3.176470588235294,6,0,0,1,0,negative
17828,"watching #f1. live near montmelã¯â¿â½, excited race",positive,12,71,5.0,3,1,0,1,2,positive
17829,9 week! july 8th. flolloping perfectly describes way moves belly hehe,positive,18,92,4.6875,5,0,1,0,2,positive
17830,every mother`s day.... don`t wait 1 365 days come around show mom much appreciate love her.,positive,26,128,3.9615384615384617,9,0,2,0,2,positive
17831,"check new song 'sentimental, wat-a-joke-ental' she`s fren ",neutral,13,98,7.818181818181818,3,0,0,0,1,negative
17832,should. you`re fantastic actor time recognition it.,positive,17,89,4.5625,7,0,0,0,2,positive
17833,ph macaron smackdown...except aware it...it`s played head,neutral,22,110,4.238095238095238,13,0,0,2,1,positive
17834,sick waking feeling exhausted,negative,8,43,4.5,3,0,0,0,0,negative
17835,excited. lots things happening work-wise melbourne,positive,11,69,5.363636363636363,4,0,0,0,2,positive
17836,problem. wasn`t really sure doing. application twibe page.,neutral,21,96,4.222222222222222,10,0,0,0,1,positive
17837,sounds cool! post video!!,positive,6,31,5.2,1,0,0,0,2,positive
17838,wanna sessions ronnie da bomb u know?,positive,11,53,3.909090909090909,4,0,0,0,2,neutral
17839,sucks hear. hate days,negative,10,42,3.6666666666666665,2,0,0,1,0,negative
17840,people!!! wat hell follower twitter???? dont it!!!,negative,13,68,4.3076923076923075,4,0,0,5,0,neutral
17841,could`ve said hi. we`re south tho,neutral,9,43,4.375,2,0,0,0,1,neutral
17842,new song amazing,positive,6,25,4.0,2,0,0,1,2,positive
17843,_carroll want marty mcflyy t-shirt.,neutral,7,39,4.714285714285714,2,0,0,0,1,neutral
17844,everyone here. we`re party,neutral,8,40,4.125,4,0,0,0,1,neutral
17845,new pickkshaa! really big looks milky! yaaay!,positive,12,62,4.636363636363637,2,0,0,2,2,positive
17846,"ssshhh everybody, think asleep... don`t disturb him.",negative,10,58,5.444444444444445,1,0,0,1,0,neutral
17847,feels ****! feet aching need beeeeeddddddd!!!,negative,10,57,5.333333333333333,3,0,0,0,0,neutral
17848,"morning, dude! ivy decided wants boat today. guys around pm? would nice see you.",positive,26,119,3.76,9,0,0,1,2,positive
17849,twitterberry hates,negative,3,21,6.333333333333333,1,0,0,0,0,neutral
17850,happy star wars everyone! may 4th ****,positive,14,63,3.8461538461538463,5,0,0,0,2,positive
17851,"... want die. want take life, forever. she`s trying duet.",negative,22,92,3.227272727272727,9,0,0,3,0,neutral
17852,thought liked name,negative,8,30,3.8333333333333335,3,0,0,0,0,positive
17853,im @ eye doctors & bring trinity cause mom fell stairs today & broke toe. ugh,negative,25,112,3.52,9,0,0,0,0,neutral
17854,ill bed stomach killing,negative,8,35,3.5,4,0,0,0,0,negative
17855,here`s evening drink thursday night london. ,neutral,15,88,6.166666666666667,5,0,0,0,1,neutral
17856,"ha ha, game that? games",positive,12,44,3.3,4,0,0,0,2,negative
17857,"ok cause one orange still open. whew, scared me. sorry one closed",negative,22,96,3.75,7,0,0,1,0,negative
17858,bring cases mountain dew give @_slamma_ 2 tixs see taylor swift!,neutral,19,89,3.9444444444444446,6,0,1,1,1,neutral
17859,loves agustin happy morning moods,positive,7,41,5.0,2,0,0,0,2,positive
17860,lol... hell yeah!,neutral,4,18,5.0,0,0,0,0,1,positive
17861,2 weeks school including weekends. omg right on. im excited yet scared. omg. ahhhh. can`t wait grad.,neutral,23,120,4.260869565217392,6,0,1,0,1,positive
17862,"another week, another org change discussion....",neutral,6,47,7.0,0,0,0,0,1,neutral
17863,waitin 4 skool bus soo tired nd still soo much 2 do...want 2 b lazy nd sleep since cnt ill sing fav songs,negative,28,122,3.392857142857143,4,0,3,1,0,negative
17864,sorry car. feel you...,negative,10,44,3.888888888888889,3,0,0,1,0,negative
17865,"**** cold north now! 77 df yesterday was, 37,4",negative,18,86,3.8333333333333335,4,0,1,2,0,negative
17866,"awww know never will, thankful count you, love ya boo",positive,19,77,3.4705882352941178,4,0,0,2,2,positive
17867,"pizza parties went well, still invisible might well bag head. whatever!",neutral,21,103,4.15,8,0,0,1,1,neutral
17868,"yes, need ppl vote. vote. ;) ciao now. till tomorrow...is anybody listening? yes, am. night!",neutral,26,124,4.304347826086956,4,0,0,5,1,positive
17869,excellent looks you`ll twitterific competition,positive,10,63,6.75,2,0,0,0,2,positive
17870,back work,neutral,3,12,3.3333333333333335,1,0,0,0,1,neutral
17871,hi babe,neutral,6,22,3.4,3,0,0,0,1,neutral
17872,#liesgirlstell guy calls phone see number real ) ohh phone isn`t working . try tomorrow .,negative,24,112,3.869565217391304,7,1,0,0,0,positive
17873,new resigned cricinfo :  hate change,negative,9,67,6.555555555555555,0,0,0,1,0,negative
17874,tired?????? whyyyyy make stop. merm fun tonight.,negative,17,82,3.8823529411764706,7,0,0,1,0,negative
17875,you`re sappy little fellow! thanks well wishes. i`ll need them. today one exam.,positive,24,118,4.318181818181818,7,0,0,1,2,negative
17876,"hehehe didn`t really know that! well, use blog twitter suggest interesting topics ppl engage",neutral,23,117,4.523809523809524,6,0,0,1,1,positive
17877,either,neutral,3,10,4.0,1,0,0,0,1,neutral
17878,"twit twit twitter! trying 'legally' watch movie online, happening",negative,13,78,5.076923076923077,4,0,0,0,0,positive
17879,home last school. graduation tomorrow.,neutral,12,64,4.818181818181818,4,0,0,0,1,neutral
17880,money... car...,neutral,6,26,4.2,1,0,0,0,1,neutral
17881,"bed!!!!!... time,..... hope school tomorrow, though don`t feel well right",negative,18,100,4.611111111111111,7,0,0,0,0,positive
17882,reached bangalore!! gotta hunt rooms,neutral,7,44,5.428571428571429,1,0,0,0,1,neutral
17883,hey hey tickets time low they`re aussie kay.  yup. tickets,neutral,19,121,5.421052631578948,4,0,0,3,1,neutral
17884,working homework!!!,neutral,3,22,6.666666666666667,1,0,0,0,1,neutral
17885,"heh heh heh, come on! thq release! ah well, try almost anything billed rpg!",neutral,23,101,3.590909090909091,6,0,0,3,1,neutral
17886,"friend cliff tix, wait ask trent let in. know, else >.>.",neutral,34,127,3.2413793103448274,14,0,0,1,1,negative
17887,haha that`s also look amazing it! fun!,positive,12,59,4.363636363636363,4,0,0,0,2,positive
17888,_stained  love it! awesome,positive,12,71,5.454545454545454,4,0,0,2,2,positive
17889,ive finished,neutral,5,22,4.5,2,0,0,0,1,neutral
17890,sorry hear dog,negative,7,29,3.8333333333333335,3,0,0,0,0,negative
17891,"week staying grandmother, home lopatcong. . start new book tonight. ",neutral,21,124,5.473684210526316,5,0,0,0,1,positive
17892,"since reading twilight series watching underworld today, gotta say...perfect pic",positive,18,106,5.235294117647059,4,0,0,1,2,neutral
17893,bummed missing rock climbing trip next week,negative,11,54,4.0,3,0,0,1,0,negative
17894,lamentablemente paso #jrztwitterlunch,neutral,4,38,11.666666666666666,0,1,0,0,1,neutral
17895,hard time using hulu u heard anyone problems uses windows vista?,negative,20,99,4.444444444444445,6,0,0,0,0,negative
17896,duster shoppping greenhills mom balikbayans,neutral,13,73,4.6923076923076925,7,0,0,0,1,neutral
17897,says space time need ,neutral,10,60,5.666666666666667,0,0,0,7,1,neutral
17898,breaking news: gm shares currently trading $1.00 $.88 per share!!,negative,14,83,5.0,4,0,0,3,0,neutral
17899,sorry using tweetdeck letting tweet today,negative,11,61,4.636363636363637,3,0,0,0,0,negative
17900,"feel drinking wine, don`t any.",neutral,10,48,3.9,2,0,0,2,1,neutral
17901,right!,positive,5,18,3.5,3,0,0,0,2,positive
17902,denial moving van parked blocks away.,negative,11,56,4.181818181818182,4,0,0,0,0,neutral
17903,yet. im still loading it. you?,neutral,10,41,4.0,2,0,0,0,1,neutral
17904,im hungry nothing eat,negative,9,38,3.3333333333333335,5,0,0,0,0,neutral
17905,hope speedy recovery you!,positive,9,38,3.75,3,0,0,1,2,neutral
17906,"starting pre europe diet today goodbye midnight snacks, goodbye iced tea, hello momol. hahahahaha! ",neutral,18,131,6.705882352941177,2,0,0,1,1,positive
17907,"kid`s class field trip today ~ once, smart enough volunteer help!",neutral,21,101,3.857142857142857,8,0,0,1,1,positive
17908,"well, do, pray you.....",positive,10,41,3.5555555555555554,4,0,0,1,2,neutral
17909,thankfully really bad sinus infection. they`re watching since i`ve traveled recently. thanks though,neutral,21,128,5.4,6,0,0,0,1,negative
17910,"eating lunch sushi tei, sency yum! met ghina earlier",neutral,11,58,4.363636363636363,2,0,0,0,1,neutral
17911,****. first try.,neutral,9,35,3.375,3,0,0,0,1,positive
17912,loaned set aerobars team mate tomorrow`s texas cup race alkek. bummed won`t there.,negative,22,111,4.090909090909091,7,0,0,1,0,neutral
17913,cheesecake brownies!!! miss cheesecake brownies... walmart closest l.a. (to me) doesn`t em,negative,20,117,5.157894736842105,6,0,0,0,0,neutral
17914,hungry,negative,3,13,3.6666666666666665,1,0,0,0,0,neutral
17915,downloading chex-quest! 12 years sins final release say? right!,positive,15,89,5.357142857142857,2,0,1,0,2,positive
17916,anything . sorry man patsy generally...,negative,14,59,3.8333333333333335,4,0,0,1,0,negative
17917,market whn goes lower also problem goes wild bull also problem,negative,16,81,4.125,4,0,0,0,0,positive
17918,oh wow really think im use one lol.,positive,18,70,3.3125,5,0,0,1,2,positive
17919,"clear intellectually severing relationship best, yet heart seems 2 b complete disagreement. hurts much",neutral,23,134,4.869565217391305,7,0,1,1,1,positive
17920,hate june gloom. getting excited beach.,neutral,13,59,3.9166666666666665,4,0,0,2,1,negative
17921,came house morning stink cat poo. cats business little bit garden.,neutral,25,119,3.8,13,0,0,1,1,negative
17922,back tafe bowling hour,neutral,11,50,3.6363636363636362,7,0,0,1,1,neutral
17923,love vintage books...old books shopping morning,positive,8,56,6.125,2,0,0,0,2,positive
17924,need plugs. real. ears want stretch. money,negative,16,73,3.625,7,0,0,2,0,positive
17925,lol much appreciated!!! excited!!!,positive,8,44,6.166666666666667,2,0,0,0,2,positive
17926,apparently request guests,neutral,9,42,4.25,5,0,0,0,1,positive
17927,vid wont play x,neutral,7,22,3.2,1,0,0,0,1,neutral
17928,day... havent week forreal!!,negative,13,62,3.8461538461538463,6,0,0,1,0,neutral
17929,can`t money spend.,neutral,7,26,4.0,1,0,0,0,1,neutral
17930,start again... theres 6 people coming us melbourne...for short stack. originally 4. still 3 ss,negative,25,133,4.36,9,0,2,0,0,positive
17931,"back glasgow, stuck traffic m8",negative,9,43,3.888888888888889,4,0,0,1,0,neutral
17932,"please please, anyone?",positive,3,22,6.666666666666667,0,0,0,3,2,neutral
17933,looking forward dress shopping tomorrow. afraid there`s way i`ll able want,negative,20,104,4.25,8,0,0,0,0,negative
17934,hannah montana set.... im missing tennessee alot today,negative,9,57,5.444444444444445,1,0,0,1,0,negative
17935,"_uk yeah, myst!",neutral,5,24,4.0,1,0,0,0,1,neutral
17936,night honey..see ya tomorrow,positive,5,29,6.25,0,0,0,0,2,neutral
17937,tried jumping without trampoline thud* thud* shouldn`t eaten cookie. ,neutral,21,124,5.777777777777778,6,0,0,1,1,neutral
17938,_ truth.,positive,5,20,3.2,3,0,0,0,2,neutral
17939,mum burned bacon... smoke alarm`s ****,neutral,10,54,4.5,4,0,0,0,1,neutral
17940,"don`t worry use it, always give grief, usually take well!!! nearly always!",neutral,21,104,4.421052631578948,7,0,0,0,1,negative
17941,im glad you`re lot happier barakitten <3 see yah july,positive,14,60,3.9166666666666665,2,0,0,0,2,positive
17942,happy mommys day!,positive,3,17,5.0,0,0,0,0,2,positive
17943,gonna lazy today,negative,6,27,3.6666666666666665,2,0,0,0,0,negative
17944,35 now. ilycecily <3,positive,7,26,4.0,1,0,1,0,2,positive
17945,hi kate you?,neutral,7,22,3.2,1,0,0,0,1,neutral
17946,"wish disneyland watching star trek people doing. swear, must sap works fridays.",neutral,27,131,3.888888888888889,10,0,0,4,1,neutral
17947,miss something??,neutral,5,23,4.75,1,0,0,1,1,neutral
17948,"did! came cold cheese sauce good, though.",positive,14,63,4.166666666666667,3,0,0,0,2,positive
17949,"scones afternoon!! great we`re gonna make cupcakes week, wednesday!",neutral,18,99,5.125,7,0,0,0,1,positive
17950,"don`t it, feeling fine yesterday. im ball sickness ! hate flu,",negative,21,93,3.4761904761904763,7,0,0,2,0,negative
